"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?c=ruvvvvvfvtvnvv1vrvvvvfvvvvvvfvvvou20evvvvvvvvvvvvuvs&ct=0&vs=INTL.44-1-AFG-QBTU.A&vo=0&v=H&end=2014"
"Wed Oct 11 2017 10:21:53 GMT+0300 (EEST)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"","Kuwait","Quad Btu",0.48,0.352,0.35,0.389,0.407,0.403,0.451,0.539,0.619,0.696,0.446,0.216,0.349,0.475,0.573,0.592,0.749,0.798,0.846,0.86,0.752,0.732,0.782,0.903,0.933,1.048,1.089,1.211,1.279,1.399,1.413,1.562,1.635,1.624,1.752
"","Kyrgyzstan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.2818348,0.245588,0.2278112,0.1806116,0.2288348,0.2175408,0.2169528,0.2346116,0.2384464,0.2265172,0.1916116,0.1985408,0.208583448,0.192429532,0.189898949,0.199523856,0.21115305,0.219631412,0.200445388,0.22688088,0.256901936,0.242493272,0.24
"","Laos","Quad Btu",0.013638896,0.010642308,0.011314756,0.0106969,0.009686664,0.00902104,0.010010804,0.008037816,0.00704464,0.008679556,0.009338356,0.010700312,0.011092692,0.0110381,0.0110381,0.013758316,0.015441,0.01576514,0.0192232,0.0228584,0.0304464,0.0317876,0.03347,0.0318348,0.0328348,0.033942825,0.034722967,0.036971316,0.040876324,0.03884528,0.065874092,0.088819656,0.084709964,0.11438415,0.125
"","Latvia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.222982376,0.16453,0.1591416,0.1718476,0.16992874,0.161158614,0.159138394,0.148503252,0.153523604,0.160203598,0.152720033,0.160820096,0.175037114,0.185135595,0.183923817,0.171921084,0.164943814,0.165008408,0.172100276,0.161852592,0.169522256,0.161064465,0.141
"","Lebanon","Quad Btu",0.1046824,0.0976824,0.0950236,0.0980236,0.0936824,0.1080236,0.1033648,0.1070236,0.0973648,0.0773648,0.0713648,0.1173412,0.1193412,0.14530708,0.1663412,0.1770236,0.1863884,0.2140472,0.2197532,0.2244356,0.2297768,0.2187532,0.2230708,0.232706,0.2226824,0.212911424,0.18899402,0.1740393,0.223550258,0.27595302,0.261355176,0.267609732,0.270589528,0.30176456,0.315
"","Lesotho","Quad Btu",0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.0026824,0.0026824,0.0026824,0.0030236,0.0030236,0.0030236,0.0030236,0.0030236,0.0026824,0.00418766,0.006040944,0.00613648,0.006054592,0.006129656,0.0060853,0.007633897,0.008343955,0.009646336,0.009925336,0.009747568,0.015456476,0.00987172,0.008576724,0.015729272,0.016
"","Liberia","Quad Btu",0.031,0.029,0.029,0.029,0.025,0.026,0.021,0.016,0.02,0.017,0.008,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.014,0.014
"","Libya","Quad Btu",0.397,0.357,0.354,0.38,0.384,0.421,0.442,0.452,0.464,0.481,0.509,0.532,0.496,0.513,0.531,0.553,0.585,0.618,0.594,0.558,0.726,0.732,0.755,0.744,0.762,0.782160364,0.721112596,0.717907876,0.744836224,0.85284646,0.909720216,0.587754336,0.742160364,0.783214956,0.77
"","Lithuania","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.4685516,0.3884464,0.3490944,0.3761996,0.361646,0.3584228,0.389528,0.3027876,0.2962704,0.315372666,0.339862692,0.350116887,0.353209754,0.347199154807,0.348532288,0.380740825,0.377796354,0.321987311,0.257276816,0.27279766,0.273780948,0.271001711,(s)
"","Luxembourg","Quad Btu",0.0847482203784,0.0782327843354,0.0761415185417,0.073469402093,0.07188492,0.075028488,0.079153736,0.088720798,0.090419856,0.098433456,0.104729808,0.120593156,0.124692542,0.124740754,0.128435756,0.12450368,0.12976314,0.135080303,0.136995832,0.14435103,0.153636283,0.16131585535,0.16881332335,0.17833584,0.19985355,0.202516293,0.199913804,0.19729064,0.1944103,0.184063176,0.196705364,0.19402278,0.189135052,0.183221231,(s)
"","Macau","Quad Btu",0.007,0.007,0.007,0.01,0.0110853,0.009160364,0.012143304,0.01413648,0.014133068,0.015177424,0.015303668,0.0153412,0.0153412,0.0173412,0.0183412,0.019354564,0.020678988,0.021678988,0.022672164,0.024678988,0.0223412,0.023678988,0.025678988,0.026678988,0.0326824,0.028163492,0.03529258,0.035742396,0.0338847908,0.0335975004,0.029509244,0.03279898,0.03615326,0.034849308,0.036
"","Macedonia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.1110236,0.112992608,0.0985118,0.102,0.111911288,0.104,0.1207058327,0.1126588,0.1163412,0.1083648,0.1077296,0.115412,0.1200944,0.121224311,0.118332186,0.115383292,0.117523524,0.115174776,0.121327732,0.125917516,0.118917624,0.115248036,0.11
"","Madagascar","Quad Btu",0.019,0.017,0.015,0.019,0.019,0.021,0.015,0.02,0.022,0.017,0.017,0.017,0.019,0.019,0.021,0.022,0.022,0.023,0.023,0.023,0.031,0.033,0.037,0.039,0.042,0.041409359,0.040258889,0.042037408,0.035818968,0.03216384,0.032868224,0.03470404,0.03823216,0.05072821,0.053
"","Malawi","Quad Btu",0.011993176,0.011993176,0.011996588,0.010996588,0.010993176,0.010996588,0.009996588,0.010996588,0.011,0.013,0.014,0.017,0.017,0.017,0.018,0.019,0.019,0.019,0.02,0.021,0.023,0.023,0.024,0.025,0.028,0.028068693,0.028281541,0.030511428,0.030987934,0.02752288,0.02992666,0.030576244,0.0310804,0.03246003,0.035
"","Malaysia","Quad Btu",0.418276372,0.437276372,0.45422178,0.514146716,0.613269548,0.699160364,0.7477441,0.749901052,0.793883992,0.861355132,0.975081888,1.0836588,1.131,1.277,1.4151706,1.46154592,1.609,1.658020472,1.6789147,1.752747512,1.966918112,2.076699744,2.147774808,2.2286588,2.235163776,2.291772689,2.360340718,2.642779932,2.744157532,2.820342888,3.03284504,3.081863648,3.153497988,3.260593745,3.47
"","Maldives","Quad Btu",0.000213,0.000207,0.000207,0.000209,0.000826,0.000904,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.005,0.004,0.005,0.005,0.007,0.007,0.013,0.015,0.01,0.00800009999,0.01100029757,0.013,0.013,0.015,0.015,0.015,0.015,0.022,0.022
"","Mali","Quad Btu",0.00686220427307,0.00885714621484,0.007,0.007,0.007,0.008,0.007,0.008,0.005,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.014469553,0.013751201,0.013655364,0.015636488,0.0159048,0.016507252,0.016985804,0.016737328,0.023413357,0.024
"","Malta","Quad Btu",0.019,0.021,0.021,0.015,0.022,0.018,0.021,0.024,0.026,0.029,0.031,0.031,0.031,0.036,0.036,0.034,0.035,0.037,0.039,0.045,0.039,0.033,0.039,0.039,0.04,0.041,0.039,0.041,0.078,0.088,0.105,0.093,0.094,0.089,0.09
"","Martinique","Quad Btu",0.009,0.009,0.009,0.009,0.008,0.01,0.011,0.012,0.014,0.02,0.022,0.018,0.02,0.027,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.03,0.031,0.033019998,0.033019838,0.034019768,0.030019708,0.03601952,0.036,0.036,0.036,0.038,0.038
"","Mauritania","Quad Btu",0.00925970008225,0.0093135900786,0.00939725217594,0.0084102807098,0.01337584,0.012323857,0.007188028,0.010260475,0.0132581,0.0152608,0.01326005,0.0142609,0.046268892,0.047268034,0.047288848,0.048288736,0.04828952,0.04830639,0.048285516,0.04830678,0.049326432,0.049351322,0.047345882,0.048415125,0.041440704,0.049489951,0.042505869,0.038533736,0.02759124,0.0280736,0.028131696,0.02826308,0.02828466,0.035259412,(s)
"","Mauritius","Quad Btu",0.0138518162698,0.0116167271546,0.0119722224306,0.012368200637,0.0126786,0.013,NA,NA,NA,NA,0.026873768,0.027772264,NA,NA,0.0337737,NA,NA,0.035939596,NA,0.04030678,0.052969095,0.05872331,0.053864705,0.056,0.0580040088,0.0601338866,0.06275652213,0.06782452328,0.0708473636,0.06392432,0.072370668,0.073353516,0.074490732,0.075638731,(s)
"","Mexico","Quad Btu",3.690743532,3.785829116,4.195791868,4.074740688,4.14370998,4.366904464,4.2942232,4.4165172,4.4938584,4.7382232,4.632244004,4.972913308,5.072629368,5.200957145,5.44503236,5.348370544,5.54512408,5.681223358,6.004010802,6.117643492,6.346167702,6.29329686761,6.291659817,6.383888107,6.449561038,6.68207949187,6.91686329128,7.14564809077,7.23296964779,7.36362262394,7.25919901668,7.5247921507,7.41030174,7.50561169475,7.518
"","Micronesia","Quad Btu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Moldova","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.257,0.1968348,0.1490472,0.1354828,0.147118,0.150731876,0.140824,0.1137768,0.1141416,0.111118,0.1235064,0.135942,0.126236,0.132306733,0.139603379,0.128499508,0.131886486,0.116450208,0.115926836,0.11765356,0.153417808,0.150925582,(s)
"","Mongolia","Quad Btu",0.1040236,0.089706,0.1117296,0.1123884,0.1123648,0.1316824,0.141296844,0.14823884,0.1552559,0.1476824,0.1366824,0.139286608,0.1243412,0.1141706,0.1073412,0.1063648,0.1063648,0.0950236,0.09612596,0.09647768,0.0985971,0.101620984,0.108627808,0.103659667938,0.107659237905,0.111563692418,0.120758143419,0.126675699382,0.133640692,0.134493788,0.142822292,0.152859824,0.17017714,0.188019336,0.214
"","Montenegro","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.035587872,0.042009252,0.038348348,0.054572412,0.044911016,0.044047736,0.047474999,0.042
"","Montserrat","Quad Btu",0.000256,0.000283,0.000283,0.000283,0.000284,0.000308,0.00030908676937,0.000353035949096,0.00039687946,0.000397966800986,0.00052868746126,0.000486471206301,0.00057205105,0.00057182579,0.000573618313151,0.000662122718466,0.00061550555,0.00066076542,0.00070569627189,0.00070569627189,0.00074992982,(s),(s),(s),(s),0.00097126309,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00083874015,(s)
"","Morocco","Quad Btu",0.22,0.212,0.21,0.217,0.207,0.222,0.24,0.241,0.255061416,0.285,0.2973412,0.3040472,0.32195794404,0.3274356,0.3630944,0.35942577,0.37576697,0.3913412,0.3933884,0.4151416,0.429476864,0.461118,0.4687778173,0.4717778241,0.4731190022,0.4934264549,0.5156181399,0.508743364,0.610604212,0.626583596,0.709364832,0.7427191,0.756816892,0.757922735,0.783
"","Mozambique","Quad Btu",0.16696588,0.0593412,0.0579764,0.0816824,0.0313176,0.0303412,0.015420548,0.015273656,0.022529476,0.0185452,0.0190236,0.0193648,0.0180236,0.0207296,0.0203884,0.0210472,0.0223884,0.0256824,0.0319764,0.0775752,0.099646,0.131058,0.1322104,0.1309056,0.1436116,0.156063713,0.167331598,0.18208324,0.16772177,0.18348372,0.184703332,0.206147464,0.22360926,0.234946713,0.26
"","Namibia","Quad Btu",--,--,--,--,--,--,--,--,--,--,0.0340472,0.0183884,0.0170472,0.023244812,0.022634064,0.0330708,0.03065084,0.03033324,0.032968724,0.038538528,0.04182542,0.04784902,0.050251352,0.053595964,0.057380724,0.058113223,0.062294954,0.0652601,0.066709704,0.066637096,0.06274272,0.066707688,0.068424292,0.069627135,(s)
"","Nauru","Quad Btu",0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00086084981,(s)
"","Nepal","Quad Btu",0.007116008,0.007139892,0.0091706,0.011184248,0.011191072,0.010242252,0.014109184,0.01703412,0.015177424,0.015283196,0.018109184,0.02189764,0.02105118,0.021133068,0.026109184,0.028989764,0.032901052,0.035993176,0.042464032,0.05369946,0.0533412,0.058,0.056,0.06,0.0603412,0.066494136,0.064720476,0.0664758,0.07040257,0.075897328,0.084221356,0.083100484,0.080979036,0.095616544,(s)
"","Netherlands","Quad Btu",3.1079764,2.7883176,2.8508948,2.7360364,2.8561508,2.987773741,3.12950724,3.224242805,3.228975432,3.24834472,3.288560912,3.486133212,3.481694742,3.518456828,3.496518716,3.553804256,3.70498114,3.65660062604,3.685619988,3.670377244,3.774909608,3.916455929,3.922470941,3.980722746,4.08418183,4.17829244506,4.12242293985,4.20883505921,4.19231746933,4.03609345836,4.24090377649,4.04758736977,4.03105702219,4.03763419967,3.855
"","Netherlands Antilles","Quad Btu",0.238,0.222,0.215,0.198,0.186,0.155,0.152,0.154,0.143,0.151,0.148,0.14,0.138,0.139010309,0.145072212,0.153072184,0.15207238,0.162071491,0.162071379,0.156071582,0.15630603,0.15830999,0.15130519,0.14430723,0.14530066,0.15329997,0.16029757,0.16829652,0.18529562,0.1735856,0.175,0.197,0.199,0.148,0.154
"","New Caledonia","Quad Btu",0.028,0.027,0.021,0.018,0.022,0.023,0.022,0.023,0.024,0.026,0.025,0.026,0.027,0.027,0.026,0.026,0.02702068,0.026051065,0.026061182,0.027061356,0.029071407,0.030072331,0.032081384,0.032051205,0.03510022,0.035559644,0.040124485,0.041210584,0.042759482,0.04221632,0.050112164,0.050430496,0.04732978,0.055178958,(s)
"","New Zealand","Quad Btu",0.48,0.471,0.482,0.504,0.546,0.561,0.605,0.62,0.659,0.663,0.699,0.705,0.704010342,0.715010309,0.759010316,0.775010312,0.78408272,0.785142982,0.765224334,0.791398814,0.809,0.818,0.845,0.809,0.835,0.810896908,0.813469784,0.817315252,0.821449304,0.81786176,0.846524224,0.848049528,0.840486732,0.847281572,(s)
"","Nicaragua","Quad Btu",0.0323224841119,0.0333481440838,0.0326420441574,0.031996304,0.032013364,0.03564828,0.03464828,0.03564828,0.03664828,0.03964828,0.03664828,0.035197896,0.04011942,0.040836224,0.041955644,0.045,0.04717888,0.048825382,0.052513808,0.056535354,0.054674421,0.059409326,0.060007316,0.060969292,0.064003412,0.069347575,0.06817651484,0.0692130494,0.07064348302,0.06941232,0.072072668,0.077476448,0.079444556,0.08187361988,0.084
"","Niger","Quad Btu",0.008300256,0.0083412,0.0083412,0.0083412,0.0083412,0.0083412,0.0066824,0.0076824,0.0116824,0.0116824,0.0116824,0.0116824,0.0116824,0.0126824,0.0126824,0.0126824,0.0126824,0.0126824,0.0126824,0.0126824,0.0126824,0.0136824,0.0136824,0.0136824,0.0140236,0.014153256,0.014357976,0.014528576,0.01056952,0.014818596,0.015873188,0.016071084,0.016173444,0.034043788,0.031
"","Nigeria","Quad Btu",0.421699744,0.5186588,0.5166588,0.5186588,0.5576588,0.5976588,0.5876588,0.6196588,0.6626588,0.7176588,0.6976588,0.7686588,0.7846588,0.7956588,0.7426588,0.832,0.849,0.85,0.814935172,0.816935172,0.774924936,0.8659147,0.90389764,0.93886352,0.97193176,1.03689231,0.9404978,0.87693486,1.045813056,0.65276384,0.81156036,0.789585984,1.137308632,1.227309693,1.328
"","Niue","Quad Btu",4.3E-005,4.3E-005,4.3E-005,4.3E-005,4.3E-005,4.3E-005,4.35735534247E-005,4.35735534247E-005,4.34545E-005,4.35735534247E-005,4.35735534247E-005,4.35735534247E-005,4.34545E-005,4.25225E-005,4.35735534247E-005,4.35735534247E-005,4.34545E-005,4.35735534247E-005,4.35735534247E-005,4.35735534247E-005,4.34545E-005,(s),(s),(s),(s),5.649085E-005,6.518175E-005,7E-005,4.78771005406E-005,4.76372738E-005,4.76372738E-005,4.76372738E-005,4.77677868789E-005,0.00013171709,(s)
"","Northern Mariana Islands","Quad Btu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Norway","Quad Btu",1.342294,1.3779164,1.3681868,1.4725968,1.5140216,1.530388023,1.528335854,1.55939316,1.586078124,1.651406928,1.6964316,1.6057876,1.7047690107,1.695541035,1.661492972,1.77034584,1.67122206,1.730180073,1.787497337,1.86558111,1.961884241,1.880347921,1.927768305,1.79169241,1.87597342,1.964188355,1.774290053,1.920601576,1.923714216,1.894631712,1.826389684,1.79571926,1.903271176,1.856227352,1.913
"","Oman","Quad Btu",0.064,0.069,0.084,0.096,0.1,0.119,0.134,0.139,0.131,0.168,0.184,0.21,0.204,0.227,0.236,0.225,0.231,0.268,0.347,0.301,0.341,0.346,0.36,0.356,0.381,0.48,0.551,0.583,0.746,0.751,0.947,0.974,1.15,1.068,1.169
"","Pakistan","Quad Btu",0.6200235,0.678,0.771,0.783,0.811,0.868,0.926,1,1.071,1.125777744,1.178,1.242,1.303,1.385,1.514,1.58,1.662,1.68,1.733,1.80775582276,1.85,1.803,1.813,1.897249076,1.9653412,2.14061660279,2.36348219382,2.44816841918,2.44435675506,2.4844709917,2.5905198864,2.54514050342,2.63741617374,2.64089805853,2.72
"","Palestinian Territories","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.009412,0.0148004,0.015118,0.0198476,0.0261652,0.0248476,0.0268476,0.0398712,0.049765144,0.053563552,0.054877456,0.046183968,0.045589996,0.049190508,0.047770264,0.048749508,0.052152408,0.053
"","Panama","Quad Btu",0.183436296138,0.187,0.176,0.177,0.182,0.165075064,0.17106824,0.1773412,0.173,0.171050576,0.179957832,0.178881472,0.180936352,0.180774178,0.203401444,0.214826844,0.191353308,0.197095053,0.208343715,0.205125954,0.205865808,0.202049999,0.201135346,0.196539485,0.227165464,0.219921302168,0.223704430076,0.229223924525,0.149162522,0.24779309276,0.291830728,0.312859648,0.34586928,0.339025765,(s)
"","Papua New Guinea","Quad Btu",0.029,0.029,0.029,0.03,0.033,0.035,0.036,0.04,0.037,0.038,0.039,0.038,0.04,0.041,0.039,0.046,0.048,0.044,0.045,0.045,0.045,0.046,0.06,0.06851205,0.0685011,0.069819118,0.072470826,0.073440936,0.059336484,0.0582472,0.0582926,0.0569305,0.0526612,0.09896493,0.099
"","Paraguay","Quad Btu",0.0274986241579,0.0268952091389,0.026085822162,0.028021312728,0.031150624,0.054553504,0.11236734,0.165967031,0.173271248,0.215577308,0.229907874,0.244053412,0.229872296,0.261783506,0.301572468,0.347663672,0.3634182,0.400395242,0.408806698,0.424497944,0.430636,0.379932,0.393696,0.41846,0.41446,0.410077866,0.42519693956,0.425760752,0.44309795896,0.436348536,0.437174408,0.465926644,0.477812924,0.480694354,0.455
"","Peru","Quad Btu",0.4,0.426993035249,0.426,0.398,0.41,0.415,0.447,0.453,0.45,0.404,0.382,0.378,0.373,0.423,0.447,0.473,0.497,0.478017037,0.497013609,0.511010226,0.52101071105,0.53101084965,0.53901068165,0.54801075305,0.5790105231,0.60494530495,0.66749042895,0.67230482,0.769344972,0.748784564,0.876518296,0.918089688,0.989072656,1.020013438,(s)
"","Philippines","Quad Btu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88834195,0.94934502755,1.01634502755,1.06234502755,1.09534502755,1.11634502755,NA,NA,NA,NA,1.142211678,1.08313877248,1.127369824,1.15961954409,1.18619602416,1.188233384,1.205881284,1.288562496,1.349969046,(s)
"","Poland","Quad Btu",4.3103176,3.963,3.9731996,4.0644228,4.2573048,4.4378348,4.63,4.8534356,4.784648,4.623824,3.896588,3.8211288,3.6673284,3.7338112,3.6961288,3.711456712,3.8794228,3.838855226,3.679098788,3.583322104,3.521214205,3.520284262,3.445030553,3.60288,3.6799036,3.691621189,3.819571986,3.855762576,3.881358164,3.749475828,3.994759576,4.026879696,4.013016128,3.995454888,(s)
"","Portugal","Quad Btu",0.438151988003,0.3569184,0.489236,0.4984356,0.52441972,0.523548188,0.558503692,0.572246419,0.634209448,0.678763632,0.720062412,0.726414252,0.74653902,0.752847344,0.792596916,0.822020408,0.86048734,0.88981397,0.958532756,1.000757506,1.046897081,1.066692733,1.061479754,1.094506013,1.089049914,1.09085873,1.07849515,1.0913001,1.054613114,1.047605312,1.104200592,1.051170596,0.95640704,1.025582321,1.031
"","Puerto Rico","Quad Btu",0.427,0.45,0.331,0.32,0.359,0.311,0.337,0.351,0.32,0.313,0.299,0.373,0.332,0.346,0.354695741988,0.362896360288,0.373,0.384,0.393,0.328,0.441,0.028,0.035,0.063,0.059,0.0603827047157,0.067408498,0.067620976,0.070537224,0.39469824,0.375492668,0.363050076,0.397026908,0.391946364,0.423
"","Qatar","Quad Btu",0.215,0.202,0.238,0.223,0.269,0.243,0.256,0.262,0.268,0.278,0.343,0.397,0.475,0.557,0.558,0.563,0.579,0.61,0.623,0.594,0.661,0.536,0.602,0.632,0.724,0.931,1.011,1.04,1.142,1.202,1.254,1.492,1.913,2.066,2.105
"","Reunion","Quad Btu",0.012,0.013,0.013,0.016,0.016,0.017,0.017,0.018,0.019,0.022,0.024,0.025,0.026,0.032,0.033,0.032,0.033,0.035,0.043,0.043,0.044,0.046,0.046,0.046,0.04705011,0.046839416,0.047802615,0.048533324,0.048267144,0.04832896,0.048424336,0.048596416,0.049023628,0.04101083,0.041
"","Romania","Quad Btu",2.5649764,2.5313176,2.6723884,2.7090472,2.640824,2.645280494,2.731023246,2.803763238,2.766904648,2.875634464,2.658776004,2.0884012,1.931919894,1.906194121,1.7863884,1.926054536,1.9527296,1.922794743,1.661818167,1.5196116,1.5156116,1.6352232,1.5961052,1.544206723,1.583945688,1.568193042,1.583481808,1.58791802206,1.617820852,1.38653654,1.396057118,1.401569962,1.391700008,1.3165709638,1.315
"","Russia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,35.052295918,32.459872652,29.497079796,28.34606936,25.96704952,24.774397377,24.62891351,25.02349158,25.97616166,25.912696902,26.515765038,27.284006569,28.026774154,27.7658661838,28.8782100043,28.972475754,29.7406816576,27.0564801234,29.6668216003,30.3033240662,30.9611028716,30.5265132305,(s)
"","Rwanda","Quad Btu",0.003163776,0.006184248,0.006092124,0.008030708,0.01103412,0.012058004,0.011064828,0.012054592,0.012058004,0.012064828,0.012030708,0.012058004,0.013030708,0.012030708,0.012037532,0.012030708,0.011058004,0.012058004,0.012235428,0.011201308,0.012320728,0.012247092,0.012300685,0.012330964,0.012165704,0.012950191,0.012588466,0.010694912,0.011949856,0.012157788,0.012335884,0.01251898,0.012584916,0.01458125,0.014
"","Saint Helena","Quad Btu",,4E-005,4.2E-005,4.2E-005,4.2E-005,4.3E-005,4.35735534247E-005,8.865984E-005,8.84176E-005,8.865984E-005,8.865984E-005,4.35735534247E-005,4.34545E-005,8.6621435E-005,8.85044053151E-005,8.85044053151E-005,8.826259E-005,8.85044053151E-005,8.85044053151E-005,8.85044053151E-005,0.00030997046,(s),(s),(s),(s),0.00017554619,0.000162676676,0.00017517159,0.0001373134276,0.0001315724381,0.0001315724381,0.0001315724381,0.000131932910533,0.00017517159,(s)
"","Saint Kitts and Nevis","Quad Btu",0.000746,0.000786,0.000914,0.000744,0.000746,0.000746,0.000748288153151,0.000791861706575,0.00092178984,0.000924315291616,0.000924315291616,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
"","Saint Lucia","Quad Btu",0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
"","Saint Pierre and Miquelon","Quad Btu",0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.000830612112,0.00096269007074,0.00096269007074,0.001,(s),(s),0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"","Saint Vincent/Grenadines","Quad Btu",0.00073059605593,0.00068770104454,0.00074017208334,0.0007413603276,0.00074168,0.000845622,0.000870572014521,0.000946003866411,0.00112152064,0.001375552,0.001249648,0.001135668,0.00120684,0.001237107,0.002216636,0.002216552,0.00221714,0.002214473,0.002224334,0.002224972,0.002255025,0.002196327,0.003223806,0.003212625,0.003270432,0.003259974,0.003227750159,0.00322225794976,0.003230938344,0.00322448,0.003253656,0.0032429,0.0032379,0.003228984,(s)
"","Samoa","Quad Btu",0.00107271602303,0.00107317101834,0.00212544805556,0.0021262402184,0.00216704,0.002177599,0.00220892,0.002187542,0.002185832,0.00220864,0.00220804,0.00220872,0.00225855,0.002257725,0.0022579,0.002268112,0.0023102,0.002337029,0.002387486,0.002439718,0.002357035,0.002495984,0.002630726,0.00254675,0.0025008,0.00249995,0.002505869,0.002513968,0.002522262,0.00252704,0.002517068,0.00253438,0.002352092,0.00338164,(s)
"","Sao Tome and Principe","Quad Btu",0.00054171602303,0.00054117101834,0.00055163203704,0.0005311201092,0.00055252,0.000567576,0.000559593206301,0.000569823206301,0.00056773405,0.000569927206301,0.00104899629397,0.001083488,0.001082736,0.001082472,0.001082528,0.001082496,0.00108272,0.001081704,0.001071379,0.001092034,0.00110201,0.001041332,0.001061038,0.001070875,0.001060096,0.001039996,0.002079352,0.00109884,0.002078832,0.00206832,0.00204878,0.00209716,0.00209516,0.00209541,(s)
"","Saudi Arabia","Quad Btu",1.664,2.025,1.967,2.123,2.467,2.711,3.015,3.073,3.184,3.127,3.348,3.499,3.663,3.776,3.901,3.826,4.105,4.365,4.543,4.602,5.1,5.295,5.508,5.76,6.292,6.598,6.869,7.16,7.889,8.024,8.891,9.121,9.873,9.861,10.208
"","Senegal","Quad Btu",0.037,0.036,0.037,0.035,0.042,0.041,0.04,0.041,0.035,0.036,0.036457688,0.033459184,0.040455048,0.0420988687,0.05146422,0.055474352,0.05548598,0.050490224,0.054499653,0.0595113,0.064540653,0.063640646,0.06671211,0.068573496,0.07845099,0.084189681,0.085836834,0.090144828,0.091640872,0.08680112,0.093160944,0.0958509597,0.094143505735,0.097472924,(s)
"","Serbia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.751907025,0.779923876,0.778546748,0.75799326,0.771834268,0.793414744,0.757874468,0.75993684,(s)
"","Seychelles","Quad Btu",0.003,0.003,0.002,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.012,0.012,0.012,0.012,0.016,0.013,0.015,0.016,0.014,0.014,0.014,0.013,0.013
"","Sierra Leone","Quad Btu",0.011,0.011,0.011,0.011,0.011,0.012,0.013,0.014,0.015,0.015,0.015,0.016,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.012,0.013153015,0.014154995,0.014162768,0.014162,0.017160256,0.007179982,0.010039676,0.008177912,0.00893613,0.00984912,0.010199988,0.0099716,0.0099516,0.01643115,0.017
"","Singapore","Quad Btu",0.441686096,0.462747512,0.489822576,0.486890816,0.513750924,0.4978294,0.572,0.633,0.676,0.732,0.804,0.86,0.974,1.087822576,1.171689508,1.19,1.356,1.455,1.504,1.49,1.526,1.621,1.602,1.692,1.903,2.161,2.371,2.564,2.576,2.578,2.869,3.023,3.087,3.131,3.273
